event_id,timestamp,source_ip,destination_ip,protocol,destination_port,action,bytes_out
F011811,2026-05-30 22:38:27,10.10.0.42,10.10.0.116,TCP,8443,ALLOW,19333
F011812,2026-02-05 14:28:54,10.10.0.120,10.10.0.165,TCP,53,ALLOW,9311
F011813,2026-03-25 18:31:17,10.10.0.158,10.10.0.185,UDP,1433,ALLOW,163898
F011814,2026-01-20 08:56:39,10.10.0.110,10.10.0.108,UDP,3389,ALLOW,80685
F011815,2026-04-04 03:41:36,10.10.0.151,10.10.0.193,TCP,8080,ALLOW,25216
F011816,2026-03-09 09:16:42,10.10.0.22,10.10.0.24,TCP,3306,ALLOW,50261
F011817,2026-01-14 00:39:35,10.10.0.11,10.10.0.77,UDP,80,ALLOW,51594
F011818,2026-06-29 08:07:13,10.10.0.144,185.10.0.27,TCP,3306,ALLOW,49373
F011819,2026-01-05 16:26:21,10.10.0.125,10.10.0.143,TCP,1433,ALLOW,46691
F011820,2026-04-03 14:27:13,10.10.0.173,185.10.0.34,TCP,8080,ALLOW,145487
F011821,2026-01-07 03:32:52,10.10.0.63,10.10.0.97,UDP,445,ALLOW,23792
F011822,2026-01-18 16:16:12,10.10.0.117,10.10.0.114,UDP,3389,ALLOW,2289
F011823,2026-03-05 00:01:12,10.10.0.139,185.10.0.17,TCP,22,ALLOW,14356
F011824,2026-01-29 05:10:43,10.10.0.56,10.10.0.173,UDP,53,ALLOW,7725
F011825,2026-04-06 14:31:12,10.10.0.14,185.10.0.104,UDP,80,DENY,67072
F011826,2026-05-06 10:33:16,10.10.0.114,185.10.0.29,UDP,443,DENY,60842
F011827,2026-04-07 19:18:58,10.10.0.83,185.10.0.72,TCP,3306,DENY,27063
F011828,2026-03-19 06:42:20,10.10.0.33,185.10.0.110,TCP,8443,ALLOW,5589
F011829,2026-02-08 08:04:00,10.10.0.166,185.10.0.57,TCP,53,ALLOW,9795
F011830,2026-06-03 07:55:06,10.10.0.54,10.10.0.163,TCP,80,ALLOW,277091
F011831,2026-04-21 16:54:51,10.10.0.138,185.10.0.42,TCP,8080,ALLOW,10249
F011832,2026-03-27 07:30:36,10.10.0.68,185.10.0.109,TCP,8443,ALLOW,7142
F011833,2026-03-16 22:50:39,10.10.0.96,10.10.0.91,UDP,8443,ALLOW,5171
F011834,2026-01-21 09:17:24,10.10.0.41,10.10.0.130,TCP,80,ALLOW,32611
F011835,2026-05-19 23:24:25,10.10.0.4,10.10.0.103,TCP,3306,ALLOW,5688
F011836,2026-06-29 09:47:39,10.10.0.25,10.10.0.30,UDP,53,ALLOW,28398
F011837,2026-01-17 23:00:51,10.10.0.81,185.10.0.58,TCP,53,ALLOW,44295
F011838,2026-04-02 17:30:35,10.10.0.104,185.10.0.91,UDP,445,ALLOW,71545
F011839,2026-05-10 07:38:46,10.10.0.44,185.10.0.55,TCP,8080,ALLOW,118918
F011840,2026-01-03 15:48:19,10.10.0.158,185.10.0.17,TCP,3389,ALLOW,125137
F011841,2026-01-07 20:09:53,10.10.0.79,10.10.0.19,TCP,53,ALLOW,5021
F011842,2026-03-26 09:50:30,10.10.0.77,10.10.0.181,TCP,1433,DENY,157776
F011843,2026-06-05 08:57:23,10.10.0.117,185.10.0.119,TCP,8443,ALLOW,24204
F011844,2026-01-25 20:18:32,10.10.0.152,10.10.0.141,UDP,53,ALLOW,12112
F011845,2026-01-04 18:38:33,10.10.0.110,10.10.0.45,TCP,80,ALLOW,51438
F011846,2026-05-03 09:59:09,10.10.0.23,10.10.0.140,UDP,80,ALLOW,116816
F011847,2026-06-30 01:56:52,10.10.0.24,10.10.0.122,TCP,22,ALLOW,5137
F011848,2026-04-11 04:40:53,10.10.0.150,185.10.0.46,TCP,8443,ALLOW,27818
F011849,2026-06-01 22:07:30,10.10.0.29,10.10.0.84,UDP,8080,ALLOW,12714
F011850,2026-01-05 17:25:18,10.10.0.16,185.10.0.33,UDP,3389,ALLOW,24408
F011851,2026-01-09 00:44:26,10.10.0.108,10.10.0.119,TCP,53,DENY,37405
F011852,2026-06-04 01:57:53,10.10.0.41,10.10.0.169,UDP,3389,ALLOW,4276
F011853,2026-06-06 23:45:33,10.10.0.26,10.10.0.64,UDP,3306,ALLOW,18646
F011854,2026-02-03 03:51:07,10.10.0.108,10.10.0.111,UDP,53,ALLOW,56118
F011855,2026-05-10 15:20:00,10.10.0.46,185.10.0.28,TCP,80,ALLOW,34796
F011856,2026-03-17 08:50:31,10.10.0.95,10.10.0.181,UDP,53,ALLOW,26204
F011857,2026-04-23 17:15:39,10.10.0.128,10.10.0.109,UDP,1433,ALLOW,913259
F011858,2026-02-07 20:58:00,10.10.0.110,10.10.0.75,TCP,22,ALLOW,77217
F011859,2026-03-25 12:25:06,10.10.0.26,10.10.0.104,UDP,1433,ALLOW,193220
F011860,2026-04-03 12:39:11,10.10.0.169,10.10.0.76,TCP,3389,ALLOW,72254
F011861,2026-05-09 02:25:21,10.10.0.141,10.10.0.99,UDP,53,ALLOW,48219
F011862,2026-06-12 01:29:21,10.10.0.196,10.10.0.18,UDP,445,ALLOW,46666
F011863,2026-01-12 01:16:51,10.10.0.183,10.10.0.102,UDP,8443,ALLOW,18516
F011864,2026-05-31 08:55:15,10.10.0.15,10.10.0.118,UDP,445,DENY,48877
F011865,2026-03-15 10:28:43,10.10.0.58,10.10.0.101,UDP,445,ALLOW,9998
F011866,2026-06-10 04:29:10,10.10.0.91,185.10.0.107,TCP,445,ALLOW,65060
F011867,2026-02-10 04:53:57,10.10.0.58,10.10.0.36,UDP,8080,ALLOW,33964
F011868,2026-03-13 03:30:15,10.10.0.8,10.10.0.119,TCP,1433,DENY,4547
F011869,2026-05-09 05:40:49,10.10.0.6,10.10.0.164,UDP,80,ALLOW,8439
F011870,2026-06-23 18:28:36,10.10.0.16,10.10.0.6,UDP,22,DENY,337497
F011871,2026-04-01 00:27:51,10.10.0.105,10.10.0.160,UDP,443,ALLOW,16696
F011872,2026-05-01 18:18:41,10.10.0.182,10.10.0.143,TCP,1433,ALLOW,73632
F011873,2026-03-02 20:41:27,10.10.0.147,10.10.0.179,TCP,53,ALLOW,10175
F011874,2026-05-14 00:39:24,10.10.0.21,10.10.0.9,TCP,8080,ALLOW,46561
F011875,2026-01-23 01:02:04,10.10.0.12,10.10.0.170,TCP,3306,ALLOW,41544
F011876,2026-01-10 03:03:39,10.10.0.122,185.10.0.62,TCP,443,DENY,24552
F011877,2026-01-22 01:56:32,10.10.0.105,10.10.0.91,UDP,3306,ALLOW,16062
F011878,2026-05-25 07:17:50,10.10.0.118,185.10.0.47,UDP,445,ALLOW,34315
F011879,2026-04-15 03:08:44,10.10.0.187,10.10.0.111,UDP,22,ALLOW,33430
F011880,2026-03-10 11:50:49,10.10.0.178,10.10.0.185,UDP,1433,DENY,53562
F011881,2026-05-09 08:03:14,10.10.0.130,10.10.0.176,TCP,3306,ALLOW,71251
F011882,2026-05-22 12:38:39,10.10.0.57,10.10.0.63,UDP,443,ALLOW,42559
F011883,2026-01-04 12:10:53,10.10.0.68,10.10.0.95,TCP,3389,ALLOW,43756
F011884,2026-05-26 09:02:18,10.10.0.85,185.10.0.77,TCP,8443,ALLOW,135045
F011885,2026-05-19 07:41:23,10.10.0.155,185.10.0.29,UDP,1433,ALLOW,173953
F011886,2026-01-26 10:29:50,10.10.0.175,10.10.0.81,UDP,443,ALLOW,257554
F011887,2026-04-09 08:03:15,10.10.0.147,10.10.0.64,TCP,445,ALLOW,59933
F011888,2026-05-01 05:39:15,10.10.0.43,185.10.0.10,TCP,3389,ALLOW,109990
F011889,2026-01-15 13:27:05,10.10.0.182,185.10.0.116,TCP,80,ALLOW,60535
F011890,2026-03-02 06:56:55,10.10.0.94,10.10.0.112,UDP,53,ALLOW,12339
F011891,2026-05-20 03:58:58,10.10.0.120,10.10.0.17,TCP,443,ALLOW,19928
F011892,2026-06-20 10:56:02,10.10.0.150,10.10.0.10,UDP,22,DENY,9040
F011893,2026-03-20 01:16:18,10.10.0.186,10.10.0.133,UDP,3389,DENY,71312
F011894,2026-06-16 09:31:35,10.10.0.201,185.10.0.46,UDP,1433,ALLOW,49368
F011895,2026-03-10 15:17:03,10.10.0.76,185.10.0.4,TCP,445,DENY,11262
F011896,2026-02-12 01:58:07,10.10.0.170,10.10.0.13,UDP,443,ALLOW,42963
F011897,2026-06-11 17:56:29,10.10.0.183,10.10.0.91,UDP,8443,DENY,56854
F011898,2026-06-29 19:19:49,10.10.0.99,10.10.0.113,UDP,3306,ALLOW,36522
F011899,2026-03-08 15:31:11,10.10.0.159,185.10.0.100,UDP,1433,ALLOW,46113
F011900,2026-02-17 10:15:28,10.10.0.48,10.10.0.33,UDP,8080,ALLOW,3014
F011901,2026-03-29 08:06:08,10.10.0.154,10.10.0.22,UDP,1433,ALLOW,10621
F011902,2026-06-15 17:17:01,10.10.0.4,10.10.0.163,UDP,1433,ALLOW,6459
F011903,2026-03-31 19:39:40,10.10.0.55,185.10.0.35,UDP,445,DENY,39019
F011904,2026-06-01 22:04:43,10.10.0.161,10.10.0.61,TCP,80,ALLOW,37371
F011905,2026-05-08 20:22:14,10.10.0.39,10.10.0.47,TCP,22,ALLOW,62233
F011906,2026-02-23 23:34:57,10.10.0.156,10.10.0.38,UDP,8080,ALLOW,37142
F011907,2026-03-04 11:40:30,10.10.0.162,185.10.0.28,TCP,445,ALLOW,57173
F011908,2026-01-29 23:05:05,10.10.0.35,10.10.0.23,UDP,22,ALLOW,32426
F011909,2026-02-20 03:00:26,10.10.0.26,10.10.0.197,UDP,1433,ALLOW,54329
F011910,2026-02-22 10:41:25,10.10.0.97,185.10.0.39,UDP,445,ALLOW,5916
F011911,2026-06-21 23:40:57,10.10.0.109,185.10.0.44,TCP,80,ALLOW,26948
F011912,2026-05-26 22:20:48,10.10.0.84,10.10.0.187,UDP,445,ALLOW,99692
F011913,2026-01-27 01:29:51,10.10.0.187,185.10.0.73,TCP,3306,DENY,77247
F011914,2026-06-08 21:45:23,10.10.0.77,185.10.0.21,TCP,8443,ALLOW,14321
F011915,2026-05-21 23:05:30,10.10.0.117,10.10.0.182,UDP,8080,DENY,68040
F011916,2026-04-26 23:05:52,10.10.0.195,185.10.0.89,UDP,445,ALLOW,100257
F011917,2026-05-16 08:25:33,10.10.0.86,10.10.0.14,TCP,1433,ALLOW,16466
F011918,2026-06-09 10:39:37,10.10.0.70,10.10.0.195,TCP,80,ALLOW,92779
F011919,2026-03-26 07:04:22,10.10.0.87,185.10.0.43,TCP,22,ALLOW,39131
F011920,2026-05-03 16:51:24,10.10.0.139,10.10.0.108,TCP,53,ALLOW,134869
F011921,2026-04-17 11:22:47,10.10.0.192,10.10.0.119,UDP,80,ALLOW,58795
F011922,2026-02-03 05:38:16,10.10.0.49,10.10.0.125,UDP,53,ALLOW,56130
F011923,2026-03-06 21:52:57,10.10.0.89,10.10.0.59,UDP,443,ALLOW,43336
F011924,2026-04-18 16:37:01,10.10.0.45,185.10.0.55,UDP,8080,ALLOW,38170
F011925,2026-05-09 05:29:33,10.10.0.113,185.10.0.96,UDP,3306,DENY,50165
F011926,2026-06-26 14:56:18,10.10.0.25,185.10.0.46,UDP,22,DENY,141871
F011927,2026-06-13 07:09:57,10.10.0.15,185.10.0.108,TCP,8080,ALLOW,170449
F011928,2026-04-26 04:33:17,10.10.0.117,185.10.0.14,TCP,445,ALLOW,18688
F011929,2026-04-05 22:59:59,10.10.0.130,10.10.0.70,TCP,3306,ALLOW,7122
F011930,2026-03-18 02:36:08,10.10.0.104,185.10.0.39,TCP,53,DENY,331907
F011931,2026-05-04 20:02:15,10.10.0.81,10.10.0.23,UDP,3306,DENY,1659643
F011932,2026-01-09 12:55:01,10.10.0.38,185.10.0.14,TCP,445,ALLOW,46750
F011933,2026-06-22 23:26:48,10.10.0.199,185.10.0.78,TCP,8443,ALLOW,74699
F011934,2026-06-08 02:38:08,10.10.0.58,185.10.0.75,UDP,3306,ALLOW,14690
F011935,2026-05-16 10:14:44,10.10.0.148,185.10.0.20,UDP,1433,ALLOW,57512
F011936,2026-01-14 21:10:42,10.10.0.90,185.10.0.109,TCP,80,ALLOW,139635
F011937,2026-03-22 06:14:34,10.10.0.187,10.10.0.160,TCP,80,ALLOW,14352
F011938,2026-06-02 20:55:47,10.10.0.42,10.10.0.62,TCP,1433,DENY,12664
F011939,2026-04-17 22:52:08,10.10.0.30,10.10.0.61,UDP,8080,DENY,47118
F011940,2026-06-05 15:27:58,10.10.0.139,10.10.0.16,UDP,3306,ALLOW,31322
F011941,2026-05-06 14:42:28,10.10.0.81,185.10.0.68,TCP,8080,ALLOW,81538
F011942,2026-06-30 00:31:11,10.10.0.192,10.10.0.125,TCP,3306,ALLOW,29228
F011943,2026-01-30 09:17:20,10.10.0.40,10.10.0.101,UDP,445,ALLOW,12289
F011944,2026-05-17 20:33:53,10.10.0.44,185.10.0.32,TCP,3306,ALLOW,130851
F011945,2026-04-10 03:31:38,10.10.0.200,10.10.0.129,UDP,445,ALLOW,77302
F011946,2026-01-09 00:11:48,10.10.0.137,10.10.0.6,TCP,445,ALLOW,13632
F011947,2026-04-29 15:53:13,10.10.0.140,10.10.0.197,TCP,22,ALLOW,17410
F011948,2026-01-07 16:16:39,10.10.0.65,10.10.0.134,TCP,3306,ALLOW,2891
F011949,2026-02-26 09:12:31,10.10.0.48,10.10.0.128,TCP,443,ALLOW,257778
F011950,2026-03-04 13:20:20,10.10.0.193,10.10.0.198,TCP,1433,ALLOW,250216
F011951,2026-01-24 22:58:11,10.10.0.164,10.10.0.65,TCP,22,DENY,40837
F011952,2026-02-10 01:07:47,10.10.0.18,10.10.0.21,TCP,443,ALLOW,69818
F011953,2026-04-08 06:15:06,10.10.0.167,10.10.0.200,TCP,3306,ALLOW,33311
F011954,2026-04-29 03:30:30,10.10.0.52,185.10.0.18,TCP,445,ALLOW,7163
F011955,2026-02-14 07:06:36,10.10.0.195,10.10.0.100,UDP,8080,ALLOW,71941
F011956,2026-01-10 03:15:11,10.10.0.178,10.10.0.68,TCP,80,DENY,9934
F011957,2026-04-09 08:14:32,10.10.0.42,10.10.0.176,TCP,8443,ALLOW,29827
F011958,2026-01-09 14:47:39,10.10.0.14,10.10.0.85,TCP,8080,DENY,78257
F011959,2026-05-21 17:43:09,10.10.0.62,10.10.0.47,UDP,80,DENY,62145
F011960,2026-04-06 19:22:45,10.10.0.180,10.10.0.168,UDP,443,ALLOW,21891
F011961,2026-01-27 18:54:47,10.10.0.80,185.10.0.73,UDP,8443,ALLOW,13823
F011962,2026-04-09 15:29:16,10.10.0.95,185.10.0.4,TCP,53,ALLOW,449790
F011963,2026-04-19 14:06:32,10.10.0.115,10.10.0.153,TCP,3306,ALLOW,44200
F011964,2026-04-02 10:16:18,10.10.0.102,10.10.0.24,UDP,8080,DENY,23707
F011965,2026-02-06 22:32:18,10.10.0.83,10.10.0.183,TCP,445,ALLOW,4405
F011966,2026-01-05 21:32:33,10.10.0.198,10.10.0.53,UDP,53,ALLOW,33082
F011967,2026-06-09 03:09:11,10.10.0.172,10.10.0.106,TCP,1433,ALLOW,2842
F011968,2026-01-18 15:45:55,10.10.0.73,185.10.0.14,TCP,53,ALLOW,24379
F011969,2026-04-24 05:58:32,10.10.0.33,185.10.0.96,TCP,1433,ALLOW,10268
F011970,2026-04-22 01:57:54,10.10.0.31,10.10.0.113,TCP,445,ALLOW,106066
F011971,2026-06-17 04:17:26,10.10.0.170,10.10.0.118,UDP,53,ALLOW,50652
F011972,2026-02-11 07:18:38,10.10.0.11,185.10.0.21,TCP,53,ALLOW,23377
F011973,2026-04-13 22:52:56,10.10.0.70,10.10.0.104,TCP,80,ALLOW,14322
F011974,2026-05-25 05:20:06,10.10.0.171,10.10.0.58,TCP,80,ALLOW,25640
F011975,2026-01-16 07:52:29,10.10.0.79,185.10.0.72,TCP,8443,ALLOW,79233
F011976,2026-03-10 05:05:18,10.10.0.76,10.10.0.146,TCP,8080,ALLOW,35732
F011977,2026-03-14 18:51:30,10.10.0.159,185.10.0.32,TCP,445,ALLOW,50574
F011978,2026-01-24 10:06:42,10.10.0.179,10.10.0.163,UDP,53,ALLOW,98461
F011979,2026-05-04 04:33:33,10.10.0.33,10.10.0.153,UDP,443,DENY,41014
F011980,2026-03-19 07:50:28,10.10.0.40,185.10.0.58,UDP,80,ALLOW,7076
F011981,2026-06-17 07:16:48,10.10.0.19,10.10.0.187,TCP,445,ALLOW,10301
F011982,2026-04-19 18:04:41,10.10.0.63,10.10.0.177,TCP,8080,ALLOW,108038
F011983,2026-01-09 08:32:58,10.10.0.192,10.10.0.63,UDP,445,ALLOW,24183
F011984,2026-01-20 19:23:52,10.10.0.105,10.10.0.136,UDP,3306,ALLOW,26798
F011985,2026-03-22 17:17:29,10.10.0.118,10.10.0.138,UDP,8080,ALLOW,72474
F011986,2026-03-30 04:36:23,10.10.0.169,185.10.0.108,TCP,3306,ALLOW,209580
F011987,2026-03-20 13:56:49,10.10.0.199,10.10.0.69,TCP,3389,ALLOW,112915
F011988,2026-02-26 12:32:33,10.10.0.94,185.10.0.109,TCP,443,DENY,590394
F011989,2026-05-02 07:06:42,10.10.0.21,185.10.0.62,TCP,445,ALLOW,32754
F011990,2026-02-19 22:05:10,10.10.0.40,10.10.0.35,TCP,53,DENY,19483
F011991,2026-04-06 16:06:37,10.10.0.10,10.10.0.70,TCP,1433,ALLOW,2529
F011992,2026-03-22 19:11:24,10.10.0.33,185.10.0.99,UDP,3389,ALLOW,20791
F011993,2026-06-21 11:33:38,10.10.0.52,10.10.0.117,UDP,8080,ALLOW,450075
F011994,2026-03-05 12:11:52,10.10.0.163,10.10.0.136,UDP,3306,ALLOW,59383
F011995,2026-06-24 16:16:38,10.10.0.6,185.10.0.90,UDP,80,ALLOW,82795
F011996,2026-02-09 18:38:32,10.10.0.27,10.10.0.159,TCP,1433,ALLOW,20198
F011997,2026-04-17 13:53:33,10.10.0.113,10.10.0.134,TCP,3389,ALLOW,24152
F011998,2026-05-09 18:02:49,10.10.0.103,10.10.0.97,TCP,3389,ALLOW,30566
F011999,2026-01-06 16:02:07,10.10.0.69,10.10.0.34,TCP,80,DENY,90892
F012000,2026-04-01 19:22:18,10.10.0.123,10.10.0.160,UDP,53,ALLOW,20616
F012001,2026-06-11 01:01:48,10.10.0.74,10.10.0.2,TCP,80,ALLOW,11190
F012002,2026-01-23 14:38:34,10.10.0.28,10.10.0.33,TCP,1433,ALLOW,59193
F012003,2026-01-23 23:52:13,10.10.0.32,185.10.0.101,TCP,80,ALLOW,159858
F012004,2026-03-12 07:54:59,10.10.0.40,10.10.0.18,TCP,22,ALLOW,3320
F012005,2026-04-25 06:10:57,10.10.0.31,185.10.0.91,UDP,8080,ALLOW,22172
F012006,2026-05-28 15:42:56,10.10.0.110,185.10.0.63,UDP,3389,DENY,3457
F012007,2026-06-08 16:30:58,10.10.0.99,185.10.0.72,UDP,443,ALLOW,24148
F012008,2026-02-23 14:35:00,10.10.0.122,185.10.0.65,UDP,3306,ALLOW,2781
F012009,2026-01-24 13:23:21,10.10.0.48,185.10.0.47,UDP,8443,ALLOW,98987
F012010,2026-04-01 16:49:25,10.10.0.48,185.10.0.46,TCP,53,ALLOW,14821
F012011,2026-05-02 16:05:55,10.10.0.110,185.10.0.32,UDP,1433,ALLOW,130547
F012012,2026-02-08 12:16:32,10.10.0.115,185.10.0.13,TCP,1433,ALLOW,379535
F012013,2026-05-27 21:51:56,10.10.0.104,10.10.0.40,UDP,8080,ALLOW,22198
F012014,2026-06-30 23:24:58,10.10.0.105,10.10.0.81,TCP,80,ALLOW,7613
F012015,2026-04-02 20:43:07,10.10.0.166,185.10.0.11,TCP,3306,ALLOW,88653
F012016,2026-05-20 19:37:06,10.10.0.122,185.10.0.39,UDP,445,ALLOW,61838
F012017,2026-02-27 10:20:52,10.10.0.193,10.10.0.77,UDP,22,ALLOW,42937
F012018,2026-02-04 11:36:32,10.10.0.58,185.10.0.14,UDP,3389,ALLOW,37699
F012019,2026-04-16 07:58:36,10.10.0.72,185.10.0.6,UDP,8443,ALLOW,34560
F012020,2026-05-20 23:48:09,10.10.0.153,10.10.0.54,UDP,443,ALLOW,9970
F012021,2026-01-07 01:52:45,10.10.0.140,10.10.0.82,UDP,80,ALLOW,73944
F012022,2026-01-19 19:38:18,10.10.0.8,185.10.0.96,TCP,22,DENY,35351
F012023,2026-01-17 05:56:55,10.10.0.21,10.10.0.121,TCP,8080,ALLOW,119849
F012024,2026-01-12 07:16:15,10.10.0.88,185.10.0.33,TCP,1433,DENY,25282
F012025,2026-05-20 08:03:48,10.10.0.174,185.10.0.86,TCP,3389,DENY,8926
F012026,2026-01-30 16:43:49,10.10.0.114,10.10.0.156,UDP,22,ALLOW,70183
F012027,2026-01-03 09:41:12,10.10.0.140,185.10.0.51,TCP,80,DENY,31293
F012028,2026-03-02 01:57:16,10.10.0.127,10.10.0.200,TCP,3389,ALLOW,26262
F012029,2026-04-19 08:13:33,10.10.0.145,185.10.0.85,UDP,80,ALLOW,26253
F012030,2026-01-11 15:38:49,10.10.0.112,185.10.0.9,UDP,22,ALLOW,67519
F012031,2026-02-24 20:46:46,10.10.0.105,185.10.0.57,TCP,1433,DENY,88249
F012032,2026-03-19 09:19:30,10.10.0.131,10.10.0.33,UDP,443,ALLOW,23283
F012033,2026-05-27 22:33:49,10.10.0.189,185.10.0.104,TCP,445,ALLOW,37109
F012034,2026-06-07 21:46:15,10.10.0.115,10.10.0.134,UDP,3389,ALLOW,5183
F012035,2026-02-11 06:53:28,10.10.0.146,10.10.0.106,UDP,445,DENY,32036
F012036,2026-04-08 03:00:12,10.10.0.149,10.10.0.49,TCP,445,DENY,28444
F012037,2026-02-12 02:28:19,10.10.0.121,10.10.0.143,UDP,53,ALLOW,272476
F012038,2026-05-05 18:33:12,10.10.0.116,10.10.0.79,TCP,1433,ALLOW,137263
F012039,2026-02-04 01:50:16,10.10.0.38,185.10.0.11,UDP,445,ALLOW,32104
F012040,2026-04-12 09:35:45,10.10.0.115,10.10.0.159,UDP,1433,ALLOW,45988
F012041,2026-03-15 03:21:05,10.10.0.50,10.10.0.77,UDP,3306,ALLOW,93141
F012042,2026-06-01 14:35:48,10.10.0.39,10.10.0.143,UDP,8443,ALLOW,12511
F012043,2026-06-05 04:15:19,10.10.0.159,10.10.0.125,TCP,1433,DENY,12637
F012044,2026-03-31 12:43:54,10.10.0.149,185.10.0.21,TCP,443,DENY,16493
F012045,2026-01-01 08:31:41,10.10.0.30,10.10.0.83,UDP,443,ALLOW,181196
F012046,2026-02-11 06:33:13,10.10.0.197,10.10.0.189,TCP,445,ALLOW,22419
F012047,2026-02-19 16:52:24,10.10.0.161,10.10.0.181,TCP,3389,ALLOW,97033
F012048,2026-03-20 10:40:32,10.10.0.183,185.10.0.102,UDP,445,ALLOW,14322
F012049,2026-04-26 03:02:14,10.10.0.69,185.10.0.17,TCP,1433,DENY,55904
F012050,2026-02-13 06:45:16,10.10.0.151,185.10.0.57,TCP,53,ALLOW,22143
F012051,2026-06-26 15:27:06,10.10.0.28,10.10.0.34,TCP,8080,ALLOW,7010
F012052,2026-02-18 10:10:19,10.10.0.88,185.10.0.87,TCP,1433,ALLOW,20401
F012053,2026-06-30 05:19:32,10.10.0.112,185.10.0.12,TCP,3389,ALLOW,108352
F012054,2026-04-08 21:11:27,10.10.0.77,185.10.0.35,UDP,22,DENY,58994
F012055,2026-01-15 03:31:51,10.10.0.14,185.10.0.66,UDP,3389,ALLOW,16863
F012056,2026-03-11 17:45:58,10.10.0.68,10.10.0.32,UDP,8443,ALLOW,53488
F012057,2026-02-06 12:20:32,10.10.0.198,10.10.0.151,UDP,1433,ALLOW,7503
F012058,2026-03-31 07:51:41,10.10.0.158,10.10.0.37,TCP,1433,ALLOW,9882
F012059,2026-04-30 23:23:37,10.10.0.103,10.10.0.129,TCP,445,ALLOW,57057
F012060,2026-06-16 01:45:49,10.10.0.104,10.10.0.78,UDP,8443,ALLOW,217030
F012061,2026-02-05 19:42:47,10.10.0.41,10.10.0.200,TCP,8443,ALLOW,2593
F012062,2026-06-30 12:33:35,10.10.0.29,185.10.0.5,TCP,8080,DENY,13359
F012063,2026-04-08 22:41:22,10.10.0.172,185.10.0.95,TCP,1433,DENY,9495
F012064,2026-05-13 20:01:41,10.10.0.25,10.10.0.49,UDP,8443,ALLOW,70993
F012065,2026-01-21 19:58:55,10.10.0.8,10.10.0.159,TCP,443,ALLOW,90366
F012066,2026-05-31 23:07:45,10.10.0.148,10.10.0.68,TCP,8080,ALLOW,147516
F012067,2026-04-08 22:25:43,10.10.0.106,10.10.0.93,UDP,80,ALLOW,76330
F012068,2026-05-08 12:37:21,10.10.0.128,185.10.0.79,UDP,1433,ALLOW,9232
F012069,2026-01-02 13:47:03,10.10.0.146,10.10.0.14,TCP,53,ALLOW,5064
F012070,2026-04-18 06:23:54,10.10.0.22,10.10.0.200,UDP,443,ALLOW,161491
F012071,2026-01-07 13:20:19,10.10.0.7,10.10.0.189,UDP,80,ALLOW,26718
F012072,2026-05-03 14:41:01,10.10.0.174,185.10.0.95,TCP,443,ALLOW,624110
F012073,2026-03-11 20:21:34,10.10.0.14,185.10.0.119,TCP,22,ALLOW,52875
F012074,2026-04-08 10:09:45,10.10.0.45,10.10.0.48,UDP,3389,ALLOW,14701
F012075,2026-02-02 23:48:17,10.10.0.173,10.10.0.173,TCP,53,ALLOW,11721
F012076,2026-06-03 06:29:47,10.10.0.32,10.10.0.119,TCP,80,DENY,22821
F012077,2026-06-22 10:32:49,10.10.0.175,10.10.0.183,UDP,3389,DENY,233221
F012078,2026-06-06 09:00:13,10.10.0.162,10.10.0.102,UDP,80,ALLOW,33557
F012079,2026-04-27 16:56:57,10.10.0.13,185.10.0.43,UDP,22,ALLOW,133417
F012080,2026-01-19 12:21:06,10.10.0.73,10.10.0.170,TCP,1433,ALLOW,32214
F012081,2026-02-04 11:47:21,10.10.0.55,10.10.0.111,TCP,8443,ALLOW,13177
F012082,2026-02-10 08:37:30,10.10.0.153,10.10.0.15,UDP,3306,ALLOW,22551
F012083,2026-01-12 16:07:35,10.10.0.182,185.10.0.78,UDP,22,DENY,415780
F012084,2026-06-08 11:04:36,10.10.0.28,10.10.0.7,UDP,53,ALLOW,75012
F012085,2026-04-29 01:10:03,10.10.0.86,10.10.0.166,TCP,3306,ALLOW,11785
F012086,2026-04-23 17:20:35,10.10.0.142,10.10.0.169,UDP,3306,ALLOW,4425
F012087,2026-01-12 08:17:41,10.10.0.184,10.10.0.111,TCP,8443,DENY,28661
F012088,2026-01-24 17:56:15,10.10.0.168,10.10.0.141,TCP,22,ALLOW,4922
F012089,2026-06-07 06:33:22,10.10.0.158,10.10.0.185,UDP,3306,ALLOW,8967
F012090,2026-03-23 16:14:46,10.10.0.5,10.10.0.201,TCP,445,ALLOW,38204
F012091,2026-04-24 04:22:05,10.10.0.191,10.10.0.125,UDP,443,ALLOW,73218
F012092,2026-05-25 20:22:30,10.10.0.87,10.10.0.173,TCP,80,ALLOW,21422
F012093,2026-03-12 02:16:52,10.10.0.97,10.10.0.30,UDP,80,ALLOW,128787
F012094,2026-03-29 18:13:17,10.10.0.30,10.10.0.98,UDP,8080,ALLOW,32314
F012095,2026-01-13 20:37:44,10.10.0.148,185.10.0.60,UDP,445,ALLOW,7897
F012096,2026-01-15 02:47:12,10.10.0.56,10.10.0.141,TCP,53,ALLOW,187370
F012097,2026-01-07 01:53:53,10.10.0.113,10.10.0.112,UDP,443,ALLOW,39961
F012098,2026-05-30 13:21:49,10.10.0.140,185.10.0.59,TCP,443,ALLOW,19235
F012099,2026-04-25 22:17:41,10.10.0.178,10.10.0.197,TCP,443,ALLOW,42121
F012100,2026-05-29 17:41:30,10.10.0.67,10.10.0.137,TCP,8080,DENY,34095
